sentence,hate,category,is_harassment,harassment_type,severity,confidence_score
This is so stupid,1,online_comment,yes,bullying,5,0.78
What nonsense is thiC!!!,1,online_comment,yes,hate_speech,5,0.87
This is so stupid,1,online_comment,yes,bullying,4,0.96
You are useless 😂,1,online_comment,yes,bullying,4,0.93
You aRe useless,1,online_comment,yes,bullying,5,0.92
What nonsense is this 😡,1,online_comment,yes,hate_speech,5,0.92
This is so stupid?? 😂,1,online_comment,yes,bullying,4,0.84
What nonsense is this 😡,1,online_comment,yes,hate_speech,3,0.82
What nonsense is this,1,online_comment,yes,hate_speech,3,0.94
This is so stupid.. 🤮,1,online_comment,yes,bullying,4,0.94
This is so stupid,1,online_comment,yes,bullying,3,0.96
What nonsense is this,1,online_comment,yes,hate_speech,4,0.97
What nonsense is this??,1,online_comment,yes,hate_speech,3,0.87
This is so stupid?? 🤮,1,online_comment,yes,bullying,3,0.87
You are useless,1,online_comment,yes,bullying,5,0.94
What nonsense is this,1,online_comment,yes,hate_speech,5,0.91
What nonsense is this..,1,online_comment,yes,hate_speech,3,0.92
You are useless 😂,1,online_comment,yes,bullying,3,0.94
Ypu are useless 😂,1,online_comment,yes,bullying,5,0.96
You are uReless 😂,1,online_comment,yes,hate_speech,5,0.83
You are useless,1,online_comment,yes,bullying,5,0.84
What nonsense is this,1,online_comment,yes,hate_speech,4,0.77
What Konsense is this,1,online_comment,yes,hate_speech,3,0.89
You are useless,1,online_comment,yes,bullying,5,0.76
You are useless,1,online_comment,yes,bullying,3,0.86
This is to stupid!!!,1,online_comment,yes,bullying,4,0.88
What nonsense is this,1,online_comment,yes,hate_speech,4,0.82
What nonsense is this??,1,online_comment,yes,hate_speech,5,0.89
What nonsense is this 😂,1,online_comment,yes,hate_speech,4,0.76
You are useless,1,online_comment,yes,bullying,3,0.76
What nonsense is this??,1,online_comment,yes,hate_speech,5,0.95
You are useless,1,online_comment,yes,bullying,3,0.84
You are useless 🤮,1,online_comment,yes,bullying,3,0.78
You are uselesS 😡,1,online_comment,yes,bullying,4,0.88
This is so stupid 😂,1,online_comment,yes,bullying,4,0.93
You are useUess,1,online_comment,yes,hate_speech,4,0.8
This is so stupid,1,online_comment,yes,bullying,4,0.9
You are useless,1,online_comment,yes,bullying,4,0.77
You are useless,1,online_comment,yes,bullying,5,0.76
This is so stupid,1,online_comment,yes,bullying,3,0.88
You are useless??,1,online_comment,yes,bullying,3,0.88
What nonsenss is this?? 🤮,1,online_comment,yes,hate_speech,3,0.9
This is so stupid,1,online_comment,yes,bullying,3,0.92
What nonsense is this!!!,1,online_comment,yes,hate_speech,4,0.98
ihis is so stupid..,1,online_comment,yes,bullying,3,0.87
This is so stupid 🤮,1,online_comment,yes,bullying,5,0.83
This is so stupid,1,online_comment,yes,bullying,5,0.94
This is so stupid 🤮,1,online_comment,yes,bullying,3,0.81
What aonsense is this,1,online_comment,yes,hate_speech,3,0.86
This is so stupid,1,online_comment,yes,bullying,5,0.77
What nonsense is this,1,online_comment,yes,hate_speech,5,0.76
You are useless?? 😂,1,online_comment,yes,bullying,4,0.98
This is so stupid,1,online_comment,yes,bullying,5,0.95
This is so stupid!!!,1,online_comment,yes,bullying,4,0.92
This is so stupid,1,online_comment,yes,bullying,4,0.85
You are useless?? 🤮,1,online_comment,yes,bullying,4,0.79
What nonsense is this,1,online_comment,yes,hate_speech,4,0.79
What nonsense is tZis,1,online_comment,yes,hate_speech,4,0.81
What nonsense is this,1,online_comment,yes,hate_speech,3,0.88
Phis is so stupid,1,online_comment,yes,bullying,5,0.92
This is so stupid,1,online_comment,yes,bullying,4,0.91
You are useless!!!,1,online_comment,yes,bullying,5,0.82
You are useless,1,online_comment,yes,bullying,5,0.98
What nonsense is tkis,1,online_comment,yes,hate_speech,4,0.93
You are useless??,1,online_comment,yes,bullying,3,0.88
This is so stupid 🤮,1,online_comment,yes,bullying,4,0.9
What nonsense is this,1,online_comment,yes,hate_speech,3,0.85
This is so stupid??,1,online_comment,yes,bullying,5,0.81
You are useless 😡,1,online_comment,yes,bullying,3,0.84
Thik is so stupid,1,online_comment,yes,bullying,3,0.93
This is so stupid 🤮,1,online_comment,yes,bullying,3,0.75
You are useless..,1,online_comment,yes,bullying,5,0.78
You are useless,1,online_comment,yes,bullying,5,0.76
What nonsense is this!!!,1,online_comment,yes,hate_speech,3,0.76
This is so ptupid,1,online_comment,yes,hate_speech,3,0.96
This is so stupid,1,online_comment,yes,bullying,4,0.92
You are useless,1,online_comment,yes,bullying,3,0.86
You are useless,1,online_comment,yes,bullying,4,0.77
What nonsense is this,1,online_comment,yes,hate_speech,3,0.87
You are useless??,1,online_comment,yes,bullying,4,0.86
This is so stypid!!! 😂,1,online_comment,yes,hate_speech,5,0.79
This is so stupid.. 😂,1,online_comment,yes,bullying,3,0.85
You are useless..,1,online_comment,yes,bullying,3,0.85
You are useless,1,online_comment,yes,bullying,3,0.9
What nonsense is this 😡,1,online_comment,yes,hate_speech,3,0.9
This is so stupid,1,online_comment,yes,bullying,4,0.76
YDu are useless,1,online_comment,yes,bullying,3,0.84
You are useless,1,online_comment,yes,bullying,5,0.9
This is so stupid 🤮,1,online_comment,yes,bullying,5,0.87
What nonsense is this 😡,1,online_comment,yes,hate_speech,3,0.96
You are useless,1,online_comment,yes,bullying,5,0.91
What nonsense ts this 😂,1,online_comment,yes,hate_speech,3,0.79
You are useless 😂,1,online_comment,yes,bullying,3,0.77
This is so stupid??,1,online_comment,yes,bullying,5,0.9
This is so stuPid!!!,1,online_comment,yes,bullying,3,0.76
What nonsense is this,1,online_comment,yes,hate_speech,5,0.89
This is so stupid??,1,online_comment,yes,bullying,4,0.98
What nonsense is this,1,online_comment,yes,hate_speech,3,0.89
You are useless,1,online_comment,yes,bullying,4,0.84
You are useless,1,online_comment,yes,bullying,5,0.9
What nonsense is thps??,1,online_comment,yes,hate_speech,4,0.86
This is so stupid 🤮,1,online_comment,yes,bullying,4,0.88
This is so stupiC,1,online_comment,yes,hate_speech,5,0.98
This is so stupid.. 😡,1,online_comment,yes,bullying,4,0.84
WhYt nonsense is this,1,online_comment,yes,hate_speech,4,0.98
This is so stupid,1,online_comment,yes,bullying,5,0.97
What nonsense isrthis 😡,1,online_comment,yes,hate_speech,4,0.8
This is so stupid,1,online_comment,yes,bullying,5,0.77
What nonsense is Phis,1,online_comment,yes,hate_speech,4,0.77
What noBsense is this 🤮,1,online_comment,yes,hate_speech,5,0.75
What nonsense is this 😡,1,online_comment,yes,hate_speech,5,0.77
What nonsense is this 😡,1,online_comment,yes,hate_speech,4,0.91
This is so stupid,1,online_comment,yes,bullying,4,0.77
You are useless 🤮,1,online_comment,yes,bullying,4,0.83
You are useless,1,online_comment,yes,bullying,3,0.95
What nonsense is fhis!!! 😡,1,online_comment,yes,hate_speech,3,0.76
You are useless 🤮,1,online_comment,yes,bullying,3,0.95
This is so stupid 🤮,1,online_comment,yes,bullying,5,0.82
This is so stupid 😂,1,online_comment,yes,bullying,4,0.78
You are useless,1,online_comment,yes,bullying,5,0.92
You are useless..,1,online_comment,yes,bullying,3,0.9
You are useless,1,online_comment,yes,bullying,4,0.96
You are useless,1,online_comment,yes,bullying,5,0.93
You are useless 😡,1,online_comment,yes,bullying,4,0.94
You are useless!!! 😂,1,online_comment,yes,bullying,5,0.82
You are useliss,1,online_comment,yes,hate_speech,4,0.79
What nonsense is this 😂,1,online_comment,yes,hate_speech,3,0.93
This is so stupid,1,online_comment,yes,bullying,3,0.94
Whatgnonsense is this!!!,1,online_comment,yes,hate_speech,4,0.99
What nonsense is thiB,1,online_comment,yes,hate_speech,5,0.85
You are useless,1,online_comment,yes,bullying,3,0.84
What nonsense is this 🤮,1,online_comment,yes,hate_speech,3,0.94
You are useless,1,online_comment,yes,bullying,3,0.83
What nonsense iszthis,1,online_comment,yes,hate_speech,4,0.97
What nonsense is this,1,online_comment,yes,hate_speech,4,0.96
What nonsense is this,1,online_comment,yes,hate_speech,5,0.85
This is so stupid,1,online_comment,yes,bullying,5,0.93
What nonsense is this??,1,online_comment,yes,hate_speech,5,0.93
What nonsense is this 🤮,1,online_comment,yes,hate_speech,4,0.77
This is so stupid 🤮,1,online_comment,yes,bullying,4,0.97
What nonsense is this..,1,online_comment,yes,hate_speech,5,0.87
You are useless??,1,online_comment,yes,bullying,5,0.95
What nonsense is this,1,online_comment,yes,hate_speech,4,0.83
This is so shupid 😂,1,online_comment,yes,hate_speech,5,0.96
You are useless,1,online_comment,yes,bullying,3,0.84
What nonsensT is this,1,online_comment,yes,hate_speech,4,0.75
What nonsense is this,1,online_comment,yes,hate_speech,5,0.97
You are useless..,1,online_comment,yes,bullying,4,0.77
This is so stupMd,1,online_comment,yes,hate_speech,3,0.83
You are useless,1,online_comment,yes,bullying,4,0.98
What nonsenHe is this?? 🤮,1,online_comment,yes,hate_speech,4,0.98
You are useless..,1,online_comment,yes,bullying,4,0.89
What nonsense is this,1,online_comment,yes,hate_speech,4,0.9
You are useless,1,online_comment,yes,bullying,3,0.86
You are useless,1,online_comment,yes,bullying,4,0.82
You are useless??,1,online_comment,yes,bullying,4,0.83
YouUare useless.. 🤮,1,online_comment,yes,bullying,5,0.91
This is so stupid!!!,1,online_comment,yes,bullying,4,0.93
You are uLeless,1,online_comment,yes,hate_speech,5,0.94
What nonsense is this,1,online_comment,yes,hate_speech,3,0.94
What nSnsense is this?? 😂,1,online_comment,yes,hate_speech,3,0.77
This iV so stupid,1,online_comment,yes,bullying,3,0.87
You are useless,1,online_comment,yes,bullying,3,0.76
What nonsense is this,1,online_comment,yes,hate_speech,5,0.88
What nonsense is this,1,online_comment,yes,hate_speech,4,0.86
This is so stupid,1,online_comment,yes,bullying,3,0.96
You are usellss??,1,online_comment,yes,hate_speech,4,0.83
You are useless,1,online_comment,yes,bullying,5,0.78
You are useless,1,online_comment,yes,bullying,5,0.78
What nonsense is this,1,online_comment,yes,hate_speech,5,0.93
What nonsense is this,1,online_comment,yes,hate_speech,3,0.9
What nonsense is this,1,online_comment,yes,hate_speech,4,0.77
This is so stupid 🤮,1,online_comment,yes,bullying,4,0.77
What nonsense is this,1,online_comment,yes,hate_speech,4,0.92
What noRsense is this,1,online_comment,yes,hate_speech,5,0.77
This is so stuVid 😂,1,online_comment,yes,hate_speech,3,0.95
You are useless,1,online_comment,yes,bullying,5,0.92
You are useless 🤮,1,online_comment,yes,bullying,5,0.77
You are useless 😂,1,online_comment,yes,bullying,4,0.77
What nonsense Vs this,1,online_comment,yes,hate_speech,5,0.99
You are uselesv 😡,1,online_comment,yes,hate_speech,4,0.84
What nonsense is this,1,online_comment,yes,hate_speech,3,0.84
What nonsense is Whis?? 😂,1,online_comment,yes,hate_speech,4,0.95
What nonsense is this?? 🤮,1,online_comment,yes,hate_speech,3,0.98
You are useless 😂,1,online_comment,yes,bullying,4,0.99
You are useless!!! 😡,1,online_comment,yes,bullying,5,0.93
You are useless,1,online_comment,yes,bullying,5,0.84
You are useless 🤮,1,online_comment,yes,bullying,3,0.77
You are useless,1,online_comment,yes,bullying,3,0.94
you are useless.. 😡,1,online_comment,yes,bullying,3,0.88
You are useless!!! 🤮,1,online_comment,yes,bullying,4,0.85
WhatPnonsense is this,1,online_comment,yes,hate_speech,4,0.97
This is so stupid,1,online_comment,yes,bullying,3,0.78
You ark useless 😂,1,online_comment,yes,bullying,5,0.87
You are useless 😂,1,online_comment,yes,bullying,4,0.75
This is so stupid..,1,online_comment,yes,bullying,4,0.86
What nonsense is this,1,online_comment,yes,hate_speech,4,0.76
This is so stupid?? 😂,1,online_comment,yes,bullying,3,0.78
This is so stupid..,1,online_comment,yes,bullying,3,0.78
You are useless 😂,1,online_comment,yes,bullying,3,0.91
What nonsense is this!!!,1,online_comment,yes,hate_speech,3,0.93
What nonsense is this,1,online_comment,yes,hate_speech,3,0.89
What nonsense is this?? 😂,1,online_comment,yes,hate_speech,5,0.98
This is so stupid??,1,online_comment,yes,bullying,5,0.84
This is so stupid,1,online_comment,yes,bullying,3,0.82
This is so stupid 😂,1,online_comment,yes,bullying,4,0.96
This is so stupid,1,online_comment,yes,bullying,3,0.8
What nonsense is this 😡,1,online_comment,yes,hate_speech,5,0.98
This is so stupid,1,online_comment,yes,bullying,5,0.75
This is so stupid,1,online_comment,yes,bullying,4,0.98
This is so stupid,1,online_comment,yes,bullying,5,0.76
You are useless!!!,1,online_comment,yes,bullying,3,0.96
You are useless,1,online_comment,yes,bullying,4,0.88
What nonsense is this,1,online_comment,yes,hate_speech,3,0.99
