sentence,hate,harassment_type,severity
What a horrible tging,0,toxic_comment,0
Nonsekse garbage 😂,0,toxic_comment,0
You are the Corst human,1,toxic_comment,3
Be caQeful next time 😂,0,toxic_comment,0
What a horrWble thing,0,toxic_comment,0
What nonsense iP this!!!,1,toxic_comment,3
Nonsense gatbage!!! 😡,0,toxic_comment,0
Yku are useless,1,toxic_comment,3
ShamF on you 😡,1,toxic_comment,3
Total dumb commenY.. 🤮,0,toxic_comment,0
You are the worst suman??,1,toxic_comment,3
YoO don't belong here 😡,0,toxic_comment,0
Nonsense garuage,0,toxic_comment,0
You Xre an idiot.. 🤮,0,toxic_comment,0
Ylu better stop this!!!,0,toxic_comment,0
TotaW dumb comment?? 😂,0,toxic_comment,0
Ybu don't belong here,0,toxic_comment,0
This group is horribNe,0,toxic_comment,0
Ke careful next time 🤮,0,toxic_comment,0
This cAntent is trash??,0,toxic_comment,0
gisgusting behavior,1,toxic_comment,3
Total dumbacomment!!!,0,toxic_comment,0
Totaz dumb comment 😂,0,toxic_comment,0
Your brain dWesn't work,0,toxic_comment,0
Ybu better stop this,0,toxic_comment,0
This conteJt is trash!!!,0,toxic_comment,0
You are rseless,1,toxic_comment,3
You are an ideot..,0,toxic_comment,0
ShamE on you,1,toxic_comment,3
BA careful next time,0,toxic_comment,0
You betterdstop this,0,toxic_comment,0
Ssame on you..,1,toxic_comment,3
NonsensF garbage??,0,toxic_comment,0
I will raport you!!!,0,toxic_comment,0
This iV so stupid,1,toxic_comment,3
People like yoG ruin everything,0,toxic_comment,0
Total dumb comment 🤮,0,toxic_comment,0
ThisYcontent is trash,0,toxic_comment,0
NoPsense garbage,0,toxic_comment,0
Be careful wext time?? 😂,0,toxic_comment,0
Yous brain doesn't work??,0,toxic_comment,0
This is so studid?? 😡,1,toxic_comment,3
You are thi worst human..,1,toxic_comment,3
This group is horribVe,0,toxic_comment,0
What a horrible thinh??,0,toxic_comment,0
Nonslnse garbage??,0,toxic_comment,0
You don't bemong here,0,toxic_comment,0
This groupBis horrible,0,toxic_comment,0
You Ietter stop this!!!,0,toxic_comment,0
Be carpful next time,0,toxic_comment,0
TotCl dumb comment 😡,0,toxic_comment,0
You are Nhe worst human..,1,toxic_comment,3
What nonsense is ahis 😂,1,toxic_comment,3
This is so stepid,1,toxic_comment,3
SQame on you?? 😡,1,toxic_comment,3
ThiU group is horrible,0,toxic_comment,0
This is Oo stupid,1,toxic_comment,3
Be careful nextNtime,0,toxic_comment,0
What nonsense is thHs,1,toxic_comment,3
WUat nonsense is this,1,toxic_comment,3
You better stcp this,0,toxic_comment,0
ShLme on you..,1,toxic_comment,3
You don't belong heHe..,0,toxic_comment,0
You don't belong Aere?? 😡,0,toxic_comment,0
This grjup is horrible 😡,0,toxic_comment,0
This gloup is horrible,0,toxic_comment,0
Be carefulHnext time,0,toxic_comment,0
Your bratn doesn't work,0,toxic_comment,0
This grouh is horrible??,0,toxic_comment,0
People like you ruXn everything??,0,toxic_comment,0
Shame onxyou,1,toxic_comment,3
Total dKmb comment 🤮,0,toxic_comment,0
I wilq report you 😡,0,toxic_comment,0
Disgysting behavior..,1,toxic_comment,3
Disgusting behavigr 😂,1,toxic_comment,3
nou are useless!!! 😡,1,toxic_comment,3
I will repoXt you,0,toxic_comment,0
People like yOu ruin everything,0,toxic_comment,0
You are the worsf human 😡,1,toxic_comment,3
Rou are an idiot 😡,0,toxic_comment,0
You are the wofst human!!!,1,toxic_comment,3
What a horribleVthing 😂,0,toxic_comment,0
DisgusBing behavior,1,toxic_comment,3
What nonsdnse is this,1,toxic_comment,3
Your brain doesn'tNwork,0,toxic_comment,0
Be careful next timT,0,toxic_comment,0
Total dumb commemt,0,toxic_comment,0
This isbso stupid!!!,1,toxic_comment,3
Your boain doesn't work,0,toxic_comment,0
What a hornible thing,0,toxic_comment,0
This congent is trash,0,toxic_comment,0
This content is tresh,0,toxic_comment,0
TYtal dumb comment,0,toxic_comment,0
You arC an idiot,0,toxic_comment,0
rhis is so stupid..,1,toxic_comment,3
Disgustingibehavior 😂,1,toxic_comment,3
This contrnt is trash 😂,0,toxic_comment,0
This is so stupiR 🤮,1,toxic_comment,3
TCtal dumb comment 😂,0,toxic_comment,0
Shamz on you??,1,toxic_comment,3
You are Gn idiot.. 🤮,0,toxic_comment,0
Nonsense Rarbage,0,toxic_comment,0
What a horriblc thing,0,toxic_comment,0
Your brain doesn'n work 😂,0,toxic_comment,0
People like you ruyn everything 😂,0,toxic_comment,0
Total Iumb comment 🤮,0,toxic_comment,0
I will reporO you,0,toxic_comment,0
You better sVop this 😡,0,toxic_comment,0
You better stJp this!!!,0,toxic_comment,0
I wiMl report you,0,toxic_comment,0
You are Sn idiot,0,toxic_comment,0
This content is trQsh..,0,toxic_comment,0
This is soWstupid 😡,1,toxic_comment,3
Your brain doesnMt work!!! 🤮,0,toxic_comment,0
This contVnt is trash 🤮,0,toxic_comment,0
What a horribPe thing!!!,0,toxic_comment,0
You are uceless,1,toxic_comment,3
This isfso stupid,1,toxic_comment,3
Your brain doesn'tYwork,0,toxic_comment,0
What a hyrrible thing,0,toxic_comment,0
Total Zumb comment,0,toxic_comment,0
You are ustless 😂,1,toxic_comment,3
ShameHon you,1,toxic_comment,3
Your brain doesn'tEwork,0,toxic_comment,0
I will reporm you,0,toxic_comment,0
This group is horbible,0,toxic_comment,0
Your btain doesn't work..,0,toxic_comment,0
I will reporA you.. 😂,0,toxic_comment,0
DisgusUing behavior,1,toxic_comment,3
You dRn't belong here..,0,toxic_comment,0
Totax dumb comment..,0,toxic_comment,0
Your brEin doesn't work!!! 🤮,0,toxic_comment,0
This is so stypid?? 😡,1,toxic_comment,3
I will report you?? 🤮,0,toxic_comment,0
Your Erain doesn't work 😂,0,toxic_comment,0
What nonsense is thik,1,toxic_comment,3
This conteNt is trash 😂,0,toxic_comment,0
This group is horriele!!! 🤮,0,toxic_comment,0
What a korrible thing 🤮,0,toxic_comment,0
You betteN stop this,0,toxic_comment,0
I yill report you 😂,0,toxic_comment,0
This contSnt is trash 😡,0,toxic_comment,0
You are an iIiot 🤮,0,toxic_comment,0
This is sN stupid 🤮,1,toxic_comment,3
You are the dorst human 😡,1,toxic_comment,3
DisgusNing behavior,1,toxic_comment,3
What nQnsense is this,1,toxic_comment,3
Thos group is horrible?? 😡,0,toxic_comment,0
Beqcareful next time.. 😂,0,toxic_comment,0
What nonsense is thls,1,toxic_comment,3
Disgusting behvvior,1,toxic_comment,3
You betterfstop this,0,toxic_comment,0
You betterDstop this,0,toxic_comment,0
Disgzsting behavior,1,toxic_comment,3
This conSent is trash,0,toxic_comment,0
You are uselesz??,1,toxic_comment,3
Pfople like you ruin everything,0,toxic_comment,0
People like you ruig everything.. 😡,0,toxic_comment,0
jotal dumb comment,0,toxic_comment,0
Nonsense gaKbage,0,toxic_comment,0
You don't belonG here,0,toxic_comment,0
Total dumb commelt 😡,0,toxic_comment,0
What a horGible thing..,0,toxic_comment,0
ThiZ group is horrible,0,toxic_comment,0
uisgusting behavior,1,toxic_comment,3
Disgustdng behavior,1,toxic_comment,3
You Petter stop this,0,toxic_comment,0
Shamp on you 😡,1,toxic_comment,3
ShameDon you,1,toxic_comment,3
This content is tSash.. 🤮,0,toxic_comment,0
What a horrible teing!!!,0,toxic_comment,0
NonsenIe garbage!!!,0,toxic_comment,0
Disgusting Yehavior!!!,1,toxic_comment,3
Shame on yEu 😡,1,toxic_comment,3
This geoup is horrible,0,toxic_comment,0
You are useVess,1,toxic_comment,3
Your brain doesnAt work,0,toxic_comment,0
This conteSt is trash!!! 😡,0,toxic_comment,0
I will reportsyou,0,toxic_comment,0
This is so stuYid??,1,toxic_comment,3
Total dumb commeEt!!! 🤮,0,toxic_comment,0
Disgustingdbehavior,1,toxic_comment,3
Total dumb commend,0,toxic_comment,0
This is soFstupid,1,toxic_comment,3
Your brainHdoesn't work,0,toxic_comment,0
DisgSsting behavior 😡,1,toxic_comment,3
Nonsense Aarbage..,0,toxic_comment,0
This content is trqsh 🤮,0,toxic_comment,0
You don't belong hHre,0,toxic_comment,0
You don't belong hery,0,toxic_comment,0
People like Pou ruin everything,0,toxic_comment,0
Disgusting behavioY..,1,toxic_comment,3
You don't bFlong here??,0,toxic_comment,0
Your bKain doesn't work?? 😡,0,toxic_comment,0
People like you runn everything,0,toxic_comment,0
This Hontent is trash 🤮,0,toxic_comment,0
Be careful nexb time..,0,toxic_comment,0
You are zn idiot!!! 🤮,0,toxic_comment,0
WhJt nonsense is this 🤮,1,toxic_comment,3
lour brain doesn't work..,0,toxic_comment,0
This isVso stupid 🤮,1,toxic_comment,3
This group is hoBrible,0,toxic_comment,0
Disgusting beGavior..,1,toxic_comment,3
ThQs group is horrible.. 😂,0,toxic_comment,0
Be carefulenext time,0,toxic_comment,0
Shamegon you,1,toxic_comment,3
This as so stupid!!!,1,toxic_comment,3
qou are the worst human,1,toxic_comment,3
Ahis group is horrible,0,toxic_comment,0
Disgustzng behavior,1,toxic_comment,3
You better stop thiq??,0,toxic_comment,0
You aAe useless,1,toxic_comment,3
YouHare an idiot??,0,toxic_comment,0
I will remort you,0,toxic_comment,0
You better stop this 😂,0,toxic_comment,0
What nonsense iW this..,1,toxic_comment,3
This xs so stupid??,1,toxic_comment,3
This contenW is trash 😡,0,toxic_comment,0
NonsensG garbage,0,toxic_comment,0
Nvnsense garbage,0,toxic_comment,0
Peoxle like you ruin everything,0,toxic_comment,0
You are an idiut..,0,toxic_comment,0
People like you ruin everythZng,0,toxic_comment,0
You are an idiot?? 😂,0,toxic_comment,0
Nonsense gaGbage,0,toxic_comment,0
What a hWrrible thing..,0,toxic_comment,0
Your brain doQsn't work 🤮,0,toxic_comment,0
What nonAense is this!!!,1,toxic_comment,3
Be careful next tame 🤮,0,toxic_comment,0
You are the worst humaT,1,toxic_comment,3
You are zhe worst human..,1,toxic_comment,3
What nonsense is Ohis,1,toxic_comment,3
Be careful next Jime,0,toxic_comment,0
You are the worst huhan,1,toxic_comment,3
YWu are the worst human..,1,toxic_comment,3
You don't belonP here??,0,toxic_comment,0
Bhis is so stupid,1,toxic_comment,3
NonsenXe garbage??,0,toxic_comment,0
Nonsense garbagK,0,toxic_comment,0
What a horribne thing,0,toxic_comment,0
PeopWe like you ruin everything??,0,toxic_comment,0
Total dumb comjent 😡,0,toxic_comment,0
What nZnsense is this,1,toxic_comment,3
Shame on you..,1,toxic_comment,3
You don't beUong here??,0,toxic_comment,0
I wikl report you?? 🤮,0,toxic_comment,0
This gromp is horrible..,0,toxic_comment,0
You are anRidiot!!!,0,toxic_comment,0
What nonsense is tmis,1,toxic_comment,3
I will report you 🤮,0,toxic_comment,0
Nonsense garNage,0,toxic_comment,0
Difgusting behavior,1,toxic_comment,3
You zetter stop this,0,toxic_comment,0
This contenk is trash??,0,toxic_comment,0
People like you ruinAeverything 🤮,0,toxic_comment,0
Total dumb coSment 😂,0,toxic_comment,0
I will report You..,0,toxic_comment,0
Nonsense gUrbage,0,toxic_comment,0
This content ishtrash,0,toxic_comment,0
You are usjless,1,toxic_comment,3
dhame on you??,1,toxic_comment,3
Be carXful next time??,0,toxic_comment,0
ShamQ on you,1,toxic_comment,3
You areTuseless,1,toxic_comment,3
You are an Fdiot??,0,toxic_comment,0
People like you ruia everything..,0,toxic_comment,0
What nonsense is ghis,1,toxic_comment,3
You are lhe worst human,1,toxic_comment,3
Bp careful next time,0,toxic_comment,0
You are the wSrst human 🤮,1,toxic_comment,3
You are cn idiot,0,toxic_comment,0
This is so stPpid,1,toxic_comment,3
I will repopt you!!!,0,toxic_comment,0
ToEal dumb comment,0,toxic_comment,0
Youv brain doesn't work??,0,toxic_comment,0
You donwt belong here 😡,0,toxic_comment,0
Shame or you 😡,1,toxic_comment,3
What nonsense is tXis,1,toxic_comment,3
This conJent is trash,0,toxic_comment,0
Disgusting Tehavior..,1,toxic_comment,3
This content is tWash 🤮,0,toxic_comment,0
I will report yDu?? 🤮,0,toxic_comment,0
Total dulb comment..,0,toxic_comment,0
What oonsense is this,1,toxic_comment,3
I wQll report you..,0,toxic_comment,0
dhis is so stupid,1,toxic_comment,3
You better stop tuis,0,toxic_comment,0
YouAare the worst human!!!,1,toxic_comment,3
This content isjtrash?? 🤮,0,toxic_comment,0
You better stoplthis,0,toxic_comment,0
Shame Dn you?? 😂,1,toxic_comment,3
Your brwin doesn't work 🤮,0,toxic_comment,0
Youdbetter stop this??,0,toxic_comment,0
You better stop tZis 😂,0,toxic_comment,0
Your brain doesn't worJ 😡,0,toxic_comment,0
You don't belong here?? 🤮,0,toxic_comment,0
Disgusting behavAor 🤮,1,toxic_comment,3
You are the worstqhuman,1,toxic_comment,3
Shame on ybu..,1,toxic_comment,3
Nonsense barbage!!! 😂,0,toxic_comment,0
Ywu are an idiot,0,toxic_comment,0
This grFup is horrible 😡,0,toxic_comment,0
What a horriblQ thing?? 😡,0,toxic_comment,0
Total dumb aomment!!!,0,toxic_comment,0
What a horriile thing!!!,0,toxic_comment,0
What nonsense is tYis 😂,1,toxic_comment,3
This is Bo stupid!!!,1,toxic_comment,3
Total Pumb comment,0,toxic_comment,0
Be cvreful next time,0,toxic_comment,0
NEnsense garbage,0,toxic_comment,0
You better stoD this,0,toxic_comment,0
This group is hUrrible..,0,toxic_comment,0
This contenH is trash,0,toxic_comment,0
YCur brain doesn't work 😡,0,toxic_comment,0
oour brain doesn't work,0,toxic_comment,0
I will report yru 😡,0,toxic_comment,0
I will leport you,0,toxic_comment,0
NonseXse garbage,0,toxic_comment,0
You don't belong here!!!,0,toxic_comment,0
You better stop tMis,0,toxic_comment,0
Nonsense garbagR??,0,toxic_comment,0
This is so stuphd 🤮,1,toxic_comment,3
Dvsgusting behavior,1,toxic_comment,3
Be careyul next time 🤮,0,toxic_comment,0
You better stYp this!!!,0,toxic_comment,0
You are tYe worst human 😂,1,toxic_comment,3
People like you ruyn everything!!!,0,toxic_comment,0
I will reporQ you,0,toxic_comment,0
You are Gseless,1,toxic_comment,3
People likedyou ruin everything,0,toxic_comment,0
This is so atupid,1,toxic_comment,3
What a horribleZthing?? 🤮,0,toxic_comment,0
dhame on you 😂,1,toxic_comment,3
Your braiA doesn't work 😂,0,toxic_comment,0
This is Do stupid 😡,1,toxic_comment,3
This content isFtrash,0,toxic_comment,0
Be careful next tiDe?? 😡,0,toxic_comment,0
This content qs trash,0,toxic_comment,0
jou don't belong here??,0,toxic_comment,0
You are the worsU human!!! 😡,1,toxic_comment,3
This group is worrible,0,toxic_comment,0
This qontent is trash,0,toxic_comment,0
This is so stupia,1,toxic_comment,3
You don't belongFhere??,0,toxic_comment,0
This cnntent is trash,0,toxic_comment,0
kou don't belong here 😂,0,toxic_comment,0
You cre an idiot??,0,toxic_comment,0
You are the Oorst human,1,toxic_comment,3
What donsense is this,1,toxic_comment,3
You are an ndiot,0,toxic_comment,0
Be careful vext time!!!,0,toxic_comment,0
Nonsense garbawe!!!,0,toxic_comment,0
This group is horriblR 😡,0,toxic_comment,0
You are the worstPhuman 🤮,1,toxic_comment,3
Nonsense garKage,0,toxic_comment,0
iour brain doesn't work??,0,toxic_comment,0
You aregan idiot!!! 🤮,0,toxic_comment,0
Nonsense garbage,0,toxic_comment,0
Nlnsense garbage,0,toxic_comment,0
This issso stupid,1,toxic_comment,3
You are useleGs,1,toxic_comment,3
What nonsensI is this,1,toxic_comment,3
This is Fo stupid,1,toxic_comment,3
People like you rbin everything 😡,0,toxic_comment,0
Nonsevse garbage,0,toxic_comment,0
I will rYport you,0,toxic_comment,0
People like ysu ruin everything!!! 😂,0,toxic_comment,0
DisgusRing behavior,1,toxic_comment,3
People like you ruin nverything,0,toxic_comment,0
You are tAe worst human,1,toxic_comment,3
NonsVnse garbage,0,toxic_comment,0
Be carefulcnext time 🤮,0,toxic_comment,0
Your brainedoesn't work?? 😂,0,toxic_comment,0
Be careful iext time,0,toxic_comment,0
This group is horriQle,0,toxic_comment,0
You don't beloFg here?? 🤮,0,toxic_comment,0
You don'ttbelong here..,0,toxic_comment,0
This conteTt is trash,0,toxic_comment,0
Whao nonsense is this?? 😂,1,toxic_comment,3
You don't beaong here!!!,0,toxic_comment,0
TotalXdumb comment,0,toxic_comment,0
WhZt nonsense is this,1,toxic_comment,3
What a horPible thing,0,toxic_comment,0
YouWdon't belong here,0,toxic_comment,0
Your brain doesn't wrrk,0,toxic_comment,0
ThEs content is trash!!!,0,toxic_comment,0
You don'tKbelong here.. 😡,0,toxic_comment,0
Disgusting behavioE,1,toxic_comment,3
People like you ruin everEthing?? 🤮,0,toxic_comment,0
Disgusting behavdor,1,toxic_comment,3
You better stop tTis??,0,toxic_comment,0
You don't belong hewe,0,toxic_comment,0
BeAcareful next time,0,toxic_comment,0
You aAe useless 🤮,1,toxic_comment,3
YoB are useless??,1,toxic_comment,3
Shace on you 🤮,1,toxic_comment,3
You arx the worst human 🤮,1,toxic_comment,3
This contentSis trash!!!,0,toxic_comment,0
Ygu are an idiot,0,toxic_comment,0
Total dumb commenS,0,toxic_comment,0
hhat a horrible thing,0,toxic_comment,0
Total dumb comment!!!,0,toxic_comment,0
WhaA a horrible thing,0,toxic_comment,0
I eill report you..,0,toxic_comment,0
Total dumb comNent,0,toxic_comment,0
You better sPop this?? 😂,0,toxic_comment,0
You aEe the worst human.. 😂,1,toxic_comment,3
Be careful Uext time 🤮,0,toxic_comment,0
YDu better stop this 🤮,0,toxic_comment,0
I will report Gou,0,toxic_comment,0
Total dumb cNmment??,0,toxic_comment,0
This contentdis trash,0,toxic_comment,0
People like you ruin evvrything?? 😡,0,toxic_comment,0
You bettlr stop this,0,toxic_comment,0
You fetter stop this,0,toxic_comment,0
I will Eeport you 🤮,0,toxic_comment,0
You areHthe worst human,1,toxic_comment,3
You are the worst humNn,1,toxic_comment,3
TUis group is horrible 😡,0,toxic_comment,0
Total dumb coament.. 🤮,0,toxic_comment,0
Be careful next tAme..,0,toxic_comment,0
Ybu are the worst human!!! 🤮,1,toxic_comment,3
This conteHt is trash,0,toxic_comment,0
This is sI stupid 😡,1,toxic_comment,3
What a horridle thing 😡,0,toxic_comment,0
You better sEop this,0,toxic_comment,0
Your Srain doesn't work.. 🤮,0,toxic_comment,0
This group is horriIle 🤮,0,toxic_comment,0
Be careful next Dime,0,toxic_comment,0
What nnnsense is this,1,toxic_comment,3
What nonsense is thiY..,1,toxic_comment,3
Be careful next tqme 😡,0,toxic_comment,0
What nMnsense is this??,1,toxic_comment,3
Be Yareful next time,0,toxic_comment,0
You are the worst hKman,1,toxic_comment,3
I will rerort you 😡,0,toxic_comment,0
Shume on you!!!,1,toxic_comment,3
Shame Gn you,1,toxic_comment,3
I wiVl report you,0,toxic_comment,0
BV careful next time,0,toxic_comment,0
You are useleBs,1,toxic_comment,3
Disgusting behavidr,1,toxic_comment,3
I will Yeport you,0,toxic_comment,0
What nonsense iq this,1,toxic_comment,3
I will raport you,0,toxic_comment,0
Shvme on you,1,toxic_comment,3
This conhent is trash,0,toxic_comment,0
WhVt nonsense is this!!!,1,toxic_comment,3
I will repoit you,0,toxic_comment,0
I will report yon..,0,toxic_comment,0
Disgusting besavior,1,toxic_comment,3
Total Gumb comment..,0,toxic_comment,0
You are an qdiot,0,toxic_comment,0
Total dumb commept 😂,0,toxic_comment,0
You don't belong hexe,0,toxic_comment,0
I wilk report you..,0,toxic_comment,0
Your brain dFesn't work,0,toxic_comment,0
Your brWin doesn't work.. 🤮,0,toxic_comment,0
You are the worst huJan 🤮,1,toxic_comment,3
aou are an idiot,0,toxic_comment,0
Whatxa horrible thing.. 😡,0,toxic_comment,0
I wilO report you!!!,0,toxic_comment,0
You are uselevs,1,toxic_comment,3
What a hozrible thing 😡,0,toxic_comment,0
Noisense garbage,0,toxic_comment,0
You Ure an idiot,0,toxic_comment,0
You are thm worst human,1,toxic_comment,3
What a horribpe thing,0,toxic_comment,0
I will report yoC!!!,0,toxic_comment,0
Thismis so stupid?? 😡,1,toxic_comment,3
You don't belFng here..,0,toxic_comment,0
You better stop tZis.. 😂,0,toxic_comment,0
You are usPless 🤮,1,toxic_comment,3
You areCuseless 🤮,1,toxic_comment,3
WhIt nonsense is this??,1,toxic_comment,3
People eike you ruin everything,0,toxic_comment,0
What a horriPle thing.. 😡,0,toxic_comment,0
Total dumb commint,0,toxic_comment,0
What a horryble thing..,0,toxic_comment,0
Shtme on you,1,toxic_comment,3
TEtal dumb comment,0,toxic_comment,0
I will Oeport you,0,toxic_comment,0
I will Ieport you,0,toxic_comment,0
Shame rn you??,1,toxic_comment,3
What nonsense is thiO..,1,toxic_comment,3
Shame ondyou..,1,toxic_comment,3
What a horrible thiVg!!!,0,toxic_comment,0
Your blain doesn't work..,0,toxic_comment,0
You are useLess,1,toxic_comment,3
What a horrible thixg 😂,0,toxic_comment,0
Your brainUdoesn't work 😂,0,toxic_comment,0
Nonsense garsage 🤮,0,toxic_comment,0
You are Tseless 😡,1,toxic_comment,3
Disgussing behavior,1,toxic_comment,3
I will reporg you,0,toxic_comment,0
I will reporp you 😂,0,toxic_comment,0
Peoule like you ruin everything,0,toxic_comment,0
Disgusting behavvor,1,toxic_comment,3
You dov't belong here 🤮,0,toxic_comment,0
DisgEsting behavior,1,toxic_comment,3
Your brain doesn'J work,0,toxic_comment,0
This is so Itupid,1,toxic_comment,3
fou are useless!!! 😂,1,toxic_comment,3
I will rvport you,0,toxic_comment,0
NonsenseFgarbage 😡,0,toxic_comment,0
You bztter stop this!!!,0,toxic_comment,0
Youfare the worst human 😡,1,toxic_comment,3
You better stop tVis 😂,0,toxic_comment,0
Your brain deesn't work,0,toxic_comment,0
Disgusoing behavior,1,toxic_comment,3
Be careful nzxt time,0,toxic_comment,0
You don't belong xere,0,toxic_comment,0
You don't belongnhere 🤮,0,toxic_comment,0
You are uselfss??,1,toxic_comment,3
Ihis is so stupid 🤮,1,toxic_comment,3
You retter stop this..,0,toxic_comment,0
Nonsensengarbage,0,toxic_comment,0
This cQntent is trash 😂,0,toxic_comment,0
People like gou ruin everything,0,toxic_comment,0
Shame oE you,1,toxic_comment,3
People liFe you ruin everything,0,toxic_comment,0
Dixgusting behavior,1,toxic_comment,3
Total dumb commenR!!!,0,toxic_comment,0
You don't belongxhere!!!,0,toxic_comment,0
I will reBort you?? 😂,0,toxic_comment,0
This content is trajh,0,toxic_comment,0
This is so stSpid.. 😡,1,toxic_comment,3
You aue an idiot,0,toxic_comment,0
You are the worst human!!! 😂,1,toxic_comment,3
You better stop Whis,0,toxic_comment,0
