sentence,hate,harassment_type,severity
Toyi ekdom worst manus,1,banglish_comment,3
Erokom abar korle dekhe nebn,0,banglish_comment,0
You better otop this now,0,banglish_comment,0
Eta pura nonsenBe 🤮,1,banglish_comment,3
You better stopLthis now 😡,0,banglish_comment,0
You are so stupik??,1,banglish_comment,3
You are so dtupid!!!,1,banglish_comment,3
Erokom lokjon siciety noshto kore,1,banglish_comment,3
Erokom Pbar korle dekhe nebo??,0,banglish_comment,0
Tmi ki ca bujho 😤,1,banglish_comment,3
Tomader e ja hbostha,0,banglish_comment,0
Eta pura nonsAnse?? 😡,1,banglish_comment,3
Baje hotha bolba na... 😂,0,banglish_comment,0
Eta pura nonselse,1,banglish_comment,3
Baje kotva bolba na,0,banglish_comment,0
People like you ruin eZerything,0,banglish_comment,0
Baje kotka bolba na...,0,banglish_comment,0
Ei gXoup er lokjon valo na 🤮,0,banglish_comment,0
Tomaderne ja obostha 😤,0,banglish_comment,0
People like you ruin mverything,0,banglish_comment,0
Erokom abaR korle dekhe nebo,0,banglish_comment,0
Ei group er lokjon valo nu,0,banglish_comment,0
mumi ekta idiot!!! 🤮,0,banglish_comment,0
Ei group er lokjok valo na...,0,banglish_comment,0
Aext time careful! 😤,0,banglish_comment,0
Tomar moton noob ar nas!!! 😂,0,banglish_comment,0
Baje kotha boRba na 😂,0,banglish_comment,0
Tomader eNja obostha 😂,0,banglish_comment,0
Erokom lokjon society noshso kore,1,banglish_comment,3
Baje kotha bolbX na...,0,banglish_comment,0
You betterAstop this now!!!,0,banglish_comment,0
Baje kokha bolba na?? 🤮,0,banglish_comment,0
YouLare disgusting,1,banglish_comment,3
jou are disgusting...,1,banglish_comment,3
People like ynu ruin everything?? 😤,0,banglish_comment,0
Tomar moton noob ar Wai,0,banglish_comment,0
Ei group errlokjon valo na,0,banglish_comment,0
People like youXruin everything...,0,banglish_comment,0
Tomivekdom worst manus,1,banglish_comment,3
You are brainlesW 😤,0,banglish_comment,0
Tomader e ja oboBtha!!! 🤮,0,banglish_comment,0
Tmi ki Aa bujho!!!,1,banglish_comment,3
wi group er lokjon valo na,0,banglish_comment,0
Erokom abaK korle dekhe nebo,0,banglish_comment,0
Ei grojp er lokjon valo na,0,banglish_comment,0
This content is trasQ,0,banglish_comment,0
You are disgustiUg... 😤,1,banglish_comment,3
iomi ekdom worst manus 😤,1,banglish_comment,3
ErokomBlokjon society noshto kore...,1,banglish_comment,3
Erokom abarOkorle dekhe nebo!!!,0,banglish_comment,0
ToIi ekdom worst manus!!!,1,banglish_comment,3
Ki Hhamela ekta!,0,banglish_comment,0
Ki jhamKla ekta!,0,banglish_comment,0
You better stop thzs now??,0,banglish_comment,0
Baje Dotha bolba na!!!,0,banglish_comment,0
Erokom lokjon society noshto kore?? 😡,1,banglish_comment,3
Ki jhanela ekta!!!!,0,banglish_comment,0
This content ys trash,0,banglish_comment,0
Next tihe careful!!!!,0,banglish_comment,0
People life you ruin everything 😂,0,banglish_comment,0
Tmi ki ba bujho 😡,1,banglish_comment,3
Erokom lokjon sociecy noshto kore,1,banglish_comment,3
EroUom lokjon society noshto kore,1,banglish_comment,3
TmD ki ba bujho,1,banglish_comment,3
Erokom abar korle dekhe nebo 😤,0,banglish_comment,0
Ei group er lokjoq valo na,0,banglish_comment,0
You are braindess 🤮,0,banglish_comment,0
EroXom abar korle dekhe nebo,0,banglish_comment,0
You are braiIless??,0,banglish_comment,0
Toear moton noob ar nai,0,banglish_comment,0
You are zisgusting 😡,1,banglish_comment,3
Ki jhEmela ekta!??,0,banglish_comment,0
Next time carefOl!,0,banglish_comment,0
ErokoH lokjon society noshto kore,1,banglish_comment,3
TMi ki ba bujho,1,banglish_comment,3
Ki jhamelE ekta! 😂,0,banglish_comment,0
Tomi ekdRm worst manus... 😂,1,banglish_comment,3
You better stop thisLnow 🤮,0,banglish_comment,0
Erokom lokjon saciety noshto kore 😡,1,banglish_comment,3
Tomar moton nJob ar nai 😤,0,banglish_comment,0
Tomader e ja abostha,0,banglish_comment,0
Baje kotha Holba na 😂,0,banglish_comment,0
BTje kotha bolba na,0,banglish_comment,0
People likeDyou ruin everything,0,banglish_comment,0
Next time lareful! 😡,0,banglish_comment,0
Tumi ekUa idiot 😡,0,banglish_comment,0
ni group er lokjon valo na,0,banglish_comment,0
Tomader e Ia obostha,0,banglish_comment,0
Erokom loFjon society noshto kore,1,banglish_comment,3
Erokom abarrkorle dekhe nebo 🤮,0,banglish_comment,0
Tomi ekdom wyrst manus...,1,banglish_comment,3
ErokomCabar korle dekhe nebo 😤,0,banglish_comment,0
Ei groFp er lokjon valo na,0,banglish_comment,0
This content is drash,0,banglish_comment,0
People like you ruin everytDing 😡,0,banglish_comment,0
Youaare so stupid,1,banglish_comment,3
Tomar motonknoob ar nai...,0,banglish_comment,0
TomadeV e ja obostha 😡,0,banglish_comment,0
People like you ruin eyerything,0,banglish_comment,0
This content is traPh,0,banglish_comment,0
BVje kotha bolba na,0,banglish_comment,0
Baje kothy bolba na...,0,banglish_comment,0
Ki Ihamela ekta!,0,banglish_comment,0
Baje kotpa bolba na,0,banglish_comment,0
Tumi ekta idvot,0,banglish_comment,0
You ace so stupid,1,banglish_comment,3
Eta purajnonsense,1,banglish_comment,3
Erikom lokjon society noshto kore!!! 😂,1,banglish_comment,3
This congent is trash 🤮,0,banglish_comment,0
Erokom abar korle dekhe nebo,0,banglish_comment,0
Tmi ki ba bujhm,1,banglish_comment,3
Nxxt time careful!...,0,banglish_comment,0
Ki jGamela ekta! 😤,0,banglish_comment,0
Lou better stop this now??,0,banglish_comment,0
TomadWr e ja obostha,0,banglish_comment,0
KiBjhamela ekta! 😂,0,banglish_comment,0
Ei group er lokjon Balo na,0,banglish_comment,0
Tomar moton ntob ar nai,0,banglish_comment,0
Tomader e ja oboswha,0,banglish_comment,0
YoU are so stupid!!!,1,banglish_comment,3
Eta purO nonsense!!! 😡,1,banglish_comment,3
Ttmar moton noob ar nai,0,banglish_comment,0
Tomader e ja obtstha!!!,0,banglish_comment,0
You better stop thws now 😤,0,banglish_comment,0
Tomar moton noob ar nGi 😂,0,banglish_comment,0
You are so stupid??,1,banglish_comment,3
Erokom lokMon society noshto kore 😤,1,banglish_comment,3
You are so xtupid 😂,1,banglish_comment,3
You are brainlesG... 🤮,0,banglish_comment,0
People like you ruin evprything 😂,0,banglish_comment,0
You are disguWting,1,banglish_comment,3
Togader e ja obostha?? 😂,0,banglish_comment,0
Tomor moton noob ar nai??,0,banglish_comment,0
Tomi ekdom woPst manus 😡,1,banglish_comment,3
Tmi ki bj bujho!!!,1,banglish_comment,3
Ei group er lokjDn valo na,0,banglish_comment,0
Erokom lokjon sociMty noshto kore,1,banglish_comment,3
People like you ruin everjthing,0,banglish_comment,0
Erokom abar korle dekhe nebo... 🤮,0,banglish_comment,0
Eta vura nonsense 😤,1,banglish_comment,3
ErHkom abar korle dekhe nebo...,0,banglish_comment,0
Tomar Ioton noob ar nai 😂,0,banglish_comment,0
You qetter stop this now,0,banglish_comment,0
You aTe so stupid 🤮,1,banglish_comment,3
YRu are brainless,0,banglish_comment,0
Next tbme careful!,0,banglish_comment,0
TomadeN e ja obostha,0,banglish_comment,0
You are bpainless 😤,0,banglish_comment,0
Next time carefBl!...,0,banglish_comment,0
People like you ruin everythinl,0,banglish_comment,0
People like you ruin evertthing,0,banglish_comment,0
EGokom abar korle dekhe nebo,0,banglish_comment,0
Baje kotha bolbaqna!!!,0,banglish_comment,0
EEokom lokjon society noshto kore??,1,banglish_comment,3
TomadKr e ja obostha,0,banglish_comment,0
Next time caZeful! 😤,0,banglish_comment,0
Tumi ekta odiot,0,banglish_comment,0
This content is toash 😂,0,banglish_comment,0
trokom abar korle dekhe nebo,0,banglish_comment,0
You better stop thJs now 😡,0,banglish_comment,0
Tnmi ekdom worst manus... 😂,1,banglish_comment,3
Ki jhamela ektN!!!! 😂,0,banglish_comment,0
Erokom abar korle dekhe newo!!!,0,banglish_comment,0
Kv jhamela ekta!,0,banglish_comment,0
Tomi ekdomoworst manus,1,banglish_comment,3
Eta pjra nonsense 😤,1,banglish_comment,3
You bettmr stop this now,0,banglish_comment,0
This coOtent is trash,0,banglish_comment,0
You are so stuoid...,1,banglish_comment,3
Next tiwe careful!,0,banglish_comment,0
You are disgusting!!! 😂,1,banglish_comment,3
Eta Qura nonsense??,1,banglish_comment,3
You are so stupJd??,1,banglish_comment,3
ThisKcontent is trash 😤,0,banglish_comment,0
You are so stuFid,1,banglish_comment,3
You are so stupTd??,1,banglish_comment,3
Ei group er lokGon valo na!!!,0,banglish_comment,0
YoW are so stupid!!!,1,banglish_comment,3
Tomader e ja obosTha,0,banglish_comment,0
You are so sfupid 😡,1,banglish_comment,3
Tomaver e ja obostha,0,banglish_comment,0
Hi jhamela ekta! 🤮,0,banglish_comment,0
Baje kotha bolva na,0,banglish_comment,0
Ki jhamIla ekta! 😂,0,banglish_comment,0
Tomader e ja oxostha...,0,banglish_comment,0
Yod are brainless,0,banglish_comment,0
Next tSme careful!??,0,banglish_comment,0
Ei group er lokjon valo ng,0,banglish_comment,0
You bettep stop this now?? 🤮,0,banglish_comment,0
Qaje kotha bolba na,0,banglish_comment,0
Ei group er lokjof valo na,0,banglish_comment,0
Tmi ki ba btjho 😤,1,banglish_comment,3
You are so etupid 😂,1,banglish_comment,3
Tomader e jc obostha,0,banglish_comment,0
Eta purB nonsense,1,banglish_comment,3
Tomyder e ja obostha??,0,banglish_comment,0
Tomader e jT obostha!!! 😤,0,banglish_comment,0
Tomi ekdom worst Ranus 😡,1,banglish_comment,3
Erokom lokjon socikty noshto kore!!!,1,banglish_comment,3
Erokom lokjon soXiety noshto kore,1,banglish_comment,3
You bezter stop this now,0,banglish_comment,0
Erokom lokIon society noshto kore,1,banglish_comment,3
Next time carefule,0,banglish_comment,0
Baje konha bolba na 🤮,0,banglish_comment,0
Next tiNe careful!,0,banglish_comment,0
Ppople like you ruin everything,0,banglish_comment,0
Tmioki ba bujho,1,banglish_comment,3
Homader e ja obostha 🤮,0,banglish_comment,0
TumiRekta idiot,0,banglish_comment,0
Erokom abXr korle dekhe nebo,0,banglish_comment,0
Next timeEcareful! 😡,0,banglish_comment,0
People like yoQ ruin everything??,0,banglish_comment,0
Tomar moton nooU ar nai 😤,0,banglish_comment,0
NexJ time careful!,0,banglish_comment,0
You are so sJupid 😡,1,banglish_comment,3
Erokom abar koMle dekhe nebo?? 😡,0,banglish_comment,0
You zre disgusting 🤮,1,banglish_comment,3
Tomar moton noob ir nai?? 😂,0,banglish_comment,0
Baje dotha bolba na,0,banglish_comment,0
This content is trasZ,0,banglish_comment,0
Baje kotha bqlba na,0,banglish_comment,0
Ei grouL er lokjon valo na,0,banglish_comment,0
Baje kotha bolbe na 😤,0,banglish_comment,0
Tomar moton npob ar nai 😤,0,banglish_comment,0
TomarZmoton noob ar nai,0,banglish_comment,0
Tomi ekdom worst ranus,1,banglish_comment,3
Tmi ki pa bujho 😂,1,banglish_comment,3
womader e ja obostha,0,banglish_comment,0
Tomar moJon noob ar nai,0,banglish_comment,0
Tmi ki Da bujho,1,banglish_comment,3
ToDader e ja obostha,0,banglish_comment,0
Tomar moton noob arynai 😂,0,banglish_comment,0
Tomi Gkdom worst manus 😡,1,banglish_comment,3
Tomi ekdom worsc manus,1,banglish_comment,3
Erokom lokjon society noshtd kore,1,banglish_comment,3
Tomar moton noob ar naT,0,banglish_comment,0
Next time careIul! 🤮,0,banglish_comment,0
Erokom lokjon sociQty noshto kore 🤮,1,banglish_comment,3
Erokom lokion society noshto kore??,1,banglish_comment,3
Tmiski ba bujho,1,banglish_comment,3
Eta puQa nonsense??,1,banglish_comment,3
Tomi ekdom worst manHs...,1,banglish_comment,3
Baje kotha bolba Va,0,banglish_comment,0
Tmi kitba bujho 😂,1,banglish_comment,3
Baje kotha golba na,0,banglish_comment,0
Vomar moton noob ar nai!!!,0,banglish_comment,0
Erokom lokjoh society noshto kore??,1,banglish_comment,3
BajE kotha bolba na 🤮,0,banglish_comment,0
YouNare brainless,0,banglish_comment,0
Tomar moton noob aM nai!!!,0,banglish_comment,0
Next eime careful!!!!,0,banglish_comment,0
Tomar motln noob ar nai,0,banglish_comment,0
Baje kotha bolba na 😤,0,banglish_comment,0
You are disghsting?? 😂,1,banglish_comment,3
EtJ pura nonsense,1,banglish_comment,3
sta pura nonsense!!! 😤,1,banglish_comment,3
Baje kothaCbolba na 😤,0,banglish_comment,0
Tfmi ekdom worst manus!!! 😤,1,banglish_comment,3
Ei group er lokjonDvalo na??,0,banglish_comment,0
si jhamela ekta!,0,banglish_comment,0
Tmi kilba bujho... 😡,1,banglish_comment,3
Erokomiabar korle dekhe nebo??,0,banglish_comment,0
Eta pura nonsensf,1,banglish_comment,3
Tomi ekdom worct manus 🤮,1,banglish_comment,3
Tbmader e ja obostha!!!,0,banglish_comment,0
This content isztrash 😡,0,banglish_comment,0
Erokom abar korle dekhe nebo??,0,banglish_comment,0
Baje uotha bolba na,0,banglish_comment,0
Baje kotha bolbF na!!!,0,banglish_comment,0
Baje kothaIbolba na 😂,0,banglish_comment,0
Ei group er lokjon vqlo na...,0,banglish_comment,0
Aomader e ja obostha 🤮,0,banglish_comment,0
Erokom abar korle deLhe nebo 😡,0,banglish_comment,0
You are brainBess 😡,0,banglish_comment,0
eaje kotha bolba na!!!,0,banglish_comment,0
You awe so stupid,1,banglish_comment,3
You are sowstupid 😤,1,banglish_comment,3
Next tiVe careful!,0,banglish_comment,0
Ki jhaXela ekta!,0,banglish_comment,0
Erokom lokjon society noDhto kore 🤮,1,banglish_comment,3
TRis content is trash,0,banglish_comment,0
Tmi ki ba bujhc,1,banglish_comment,3
Erokom abar korle dekhednebo 😤,0,banglish_comment,0
Erokom abar korle dekse nebo 😤,0,banglish_comment,0
Baje kotaa bolba na,0,banglish_comment,0
You are brainlesW,0,banglish_comment,0
You are so sgupid,1,banglish_comment,3
TomadeD e ja obostha!!!,0,banglish_comment,0
Eta purt nonsense??,1,banglish_comment,3
Eta pura nonPense,1,banglish_comment,3
Ki jhamela ekSa! 😤,0,banglish_comment,0
EroPom abar korle dekhe nebo!!!,0,banglish_comment,0
Bjje kotha bolba na,0,banglish_comment,0
Tumi ekWa idiot??,0,banglish_comment,0
Thisucontent is trash!!!,0,banglish_comment,0
Uou are brainless 🤮,0,banglish_comment,0
Ei groupzer lokjon valo na??,0,banglish_comment,0
ToSader e ja obostha,0,banglish_comment,0
You betier stop this now 🤮,0,banglish_comment,0
Baje kozha bolba na,0,banglish_comment,0
Erokom lokjon society noshto oore,1,banglish_comment,3
Eta pura Eonsense,1,banglish_comment,3
People like you ruin everething 😤,0,banglish_comment,0
You areqdisgusting,1,banglish_comment,3
Tumi ekta idioD!!!,0,banglish_comment,0
Oou are so stupid 😡,1,banglish_comment,3
Baje kotha bolbabna??,0,banglish_comment,0
Yau are brainless 😤,0,banglish_comment,0
Erokom abarGkorle dekhe nebo,0,banglish_comment,0
Tomader e ja obosthE,0,banglish_comment,0
YOu are brainless,0,banglish_comment,0
YQu are disgusting...,1,banglish_comment,3
Eda pura nonsense,1,banglish_comment,3
Tomar moton zoob ar nai,0,banglish_comment,0
Tumi ekta iXiot!!!,0,banglish_comment,0
Next timo careful! 😂,0,banglish_comment,0
Tbmi ekta idiot?? 😤,0,banglish_comment,0
Yxu better stop this now,0,banglish_comment,0
People like you ruin evtrything 😂,0,banglish_comment,0
Baje kotRa bolba na,0,banglish_comment,0
You are disNusting??,1,banglish_comment,3
Erokom lokjonnsociety noshto kore 😤,1,banglish_comment,3
Ei group er lokhon valo na...,0,banglish_comment,0
Next time cRreful! 😡,0,banglish_comment,0
You areXso stupid 😤,1,banglish_comment,3
TKmi ekta idiot??,0,banglish_comment,0
TomadRr e ja obostha 😤,0,banglish_comment,0
You are socstupid,1,banglish_comment,3
Tomar moton noob Ir nai,0,banglish_comment,0
Ki jhumela ekta!,0,banglish_comment,0
Baje kotha bolba nr!!! 😤,0,banglish_comment,0
This bontent is trash,0,banglish_comment,0
Xta pura nonsense,1,banglish_comment,3
You are so sAupid 😤,1,banglish_comment,3
Ei group er lokjonLvalo na?? 😤,0,banglish_comment,0
You aJe so stupid 😤,1,banglish_comment,3
Next tile careful!,0,banglish_comment,0
You better stop thisKnow...,0,banglish_comment,0
Tomader e ia obostha?? 😂,0,banglish_comment,0
Turi ekta idiot 😡,0,banglish_comment,0
Tomader e ja oBostha,0,banglish_comment,0
YGu are so stupid,1,banglish_comment,3
This content is trasO 😤,0,banglish_comment,0
You are braNnless...,0,banglish_comment,0
you are brainless...,0,banglish_comment,0
ToKar moton noob ar nai 😤,0,banglish_comment,0
zou better stop this now 🤮,0,banglish_comment,0
vrokom abar korle dekhe nebo,0,banglish_comment,0
You arc so stupid 😡,1,banglish_comment,3
Eronom lokjon society noshto kore 😡,1,banglish_comment,3
Ei grobp er lokjon valo na!!!,0,banglish_comment,0
Erokom abar korle dekheXnebo 😤,0,banglish_comment,0
Ki jhamelS ekta! 😡,0,banglish_comment,0
Tumi ekta idiot?? 😂,0,banglish_comment,0
Ei group er lokjon valu na,0,banglish_comment,0
You arb disgusting,1,banglish_comment,3
YoL are brainless,0,banglish_comment,0
Erokom lokjon society noshto kore??,1,banglish_comment,3
Tomader e ja obostDa,0,banglish_comment,0
EtA pura nonsense,1,banglish_comment,3
Peoplejlike you ruin everything,0,banglish_comment,0
You aqe brainless,0,banglish_comment,0
Erokom abar korlR dekhe nebo,0,banglish_comment,0
You are disgusNing 😡,1,banglish_comment,3
Tomaderme ja obostha,0,banglish_comment,0
Baje kotha bolba na 😡,0,banglish_comment,0
mou are brainless...,0,banglish_comment,0
You bQtter stop this now,0,banglish_comment,0
Erokom lokjon society noshto Yore...,1,banglish_comment,3
Erokom abar korle dekhk nebo...,0,banglish_comment,0
Erokom lokjon society noshtJ kore,1,banglish_comment,3
EtaQpura nonsense,1,banglish_comment,3
Lmi ki ba bujho 😡,1,banglish_comment,3
This contmnt is trash,0,banglish_comment,0
Tmi kiaba bujho!!!,1,banglish_comment,3
Tomarbmoton noob ar nai,0,banglish_comment,0
Ei group er lokjon valo nZ,0,banglish_comment,0
People lTke you ruin everything,0,banglish_comment,0
dou are brainless 😤,0,banglish_comment,0
hhis content is trash,0,banglish_comment,0
Tomader e ja obosSha,0,banglish_comment,0
This content is tmash...,0,banglish_comment,0
BKje kotha bolba na,0,banglish_comment,0
Mta pura nonsense,1,banglish_comment,3
YAu are disgusting,1,banglish_comment,3
Eta pura nonsYnse,1,banglish_comment,3
Tomar Noton noob ar nai 😡,0,banglish_comment,0
You are so Utupid,1,banglish_comment,3
Ei group er lokjon valo na,0,banglish_comment,0
Erokom lokjon society noshto koJe...,1,banglish_comment,3
People like you ruin everythHng,0,banglish_comment,0
Eroktm lokjon society noshto kore!!! 😤,1,banglish_comment,3
Tumi ekta ddiot 😡,0,banglish_comment,0
Tomi ekdom worsa manus,1,banglish_comment,3
Ei group er lokjon vaZo na...,0,banglish_comment,0
Ei group er lUkjon valo na 😂,0,banglish_comment,0
You better stop thvs now,0,banglish_comment,0
Ei group er lokjoM valo na??,0,banglish_comment,0
Erokim lokjon society noshto kore!!!,1,banglish_comment,3
Tomader e ja obYstha,0,banglish_comment,0
Tomar moton noob ar nao,0,banglish_comment,0
Youeare brainless... 😡,0,banglish_comment,0
You better stop tmis now,0,banglish_comment,0
Baje kotha bolba va 😤,0,banglish_comment,0
People lRke you ruin everything 😤,0,banglish_comment,0
People like you ruin everythinw...,0,banglish_comment,0
TomiIekdom worst manus... 😂,1,banglish_comment,3
You betteI stop this now,0,banglish_comment,0
Ei groNp er lokjon valo na!!! 😂,0,banglish_comment,0
Tomader e ja obostht... 🤮,0,banglish_comment,0
Tubi ekta idiot??,0,banglish_comment,0
Ki jhamelaBekta!??,0,banglish_comment,0
Next time carezul!?? 🤮,0,banglish_comment,0
Erokom abar iorle dekhe nebo,0,banglish_comment,0
Erokom lokjgn society noshto kore,1,banglish_comment,3
EKokom abar korle dekhe nebo,0,banglish_comment,0
Ei group er lokAon valo na 😤,0,banglish_comment,0
Baje kotha bolbaxna 😤,0,banglish_comment,0
You are brainlews,0,banglish_comment,0
YoG are so stupid!!! 😡,1,banglish_comment,3
Tmi ki ba bujhH,1,banglish_comment,3
Tomar moton nooB ar nai...,0,banglish_comment,0
Tumi eAta idiot 😂,0,banglish_comment,0
Erokom abar korle deXhe nebo 🤮,0,banglish_comment,0
Tomader etja obostha,0,banglish_comment,0
hext time careful!,0,banglish_comment,0
This content is Rrash,0,banglish_comment,0
Tmi ki baGbujho,1,banglish_comment,3
You are brainlRss 😂,0,banglish_comment,0
Eta pura nonsensB,1,banglish_comment,3
People like you ruinPeverything!!!,0,banglish_comment,0
Tomi ekUom worst manus,1,banglish_comment,3
Ei group er Zokjon valo na!!!,0,banglish_comment,0
You are dSsgusting 😡,1,banglish_comment,3
